symbol,yahoo_symbol,company_name,nse_company_name,isin,sector,industry,price,market_cap_cr,trailing_pe,forward_pe,price_to_book,roe_percent,debt_to_equity_percent,revenue_growth_percent,earnings_growth_percent,profit_margin_percent,operating_margin_percent,dividend_yield_percent,cash_conversion_ratio,beta,fifty_two_week_high,fifty_two_week_low,fifty_two_week_position,quality_score,growth_score,valuation_score,size_liquidity_score,buffett_munger_score,graham_value_score,lynch_garp_score,fisher_growth_score,greenblatt_score,marks_risk_score,india_compounder_score,entry_score,quant_score,investor_master_score,estimated_fair_value,strong_buy_below,accumulate_below,expensive_above,quant_zone,red_flags,investor_style_match,notes,base_quant_score,enhanced_screener_score,screener_data_available,company_name_screener,screener_url,fetched_at,used_cache,status,roce_percent,roe_percent_screener,sales_growth_5y,profit_growth_5y,promoter_holding,promoter_holding_change_4q,promoter_pledge_percent,fii_holding,dii_holding,fii_holding_change_4q,dii_holding_change_4q,operating_cash_flow_5y,capex_5y,free_cash_flow_5y,cash_conversion_5y,fcf_calculation_method,current_pe,median_pe_5y,price_to_median_pe,latest_quarter_sales_growth,latest_quarter_profit_growth,quarterly_sales_consistency,quarterly_profit_consistency,net_interest_margin,gross_npa_percent,net_npa_percent,casa_ratio,capital_adequacy_ratio,data_completeness_score,sector_scoring_group
KEI,KEI.NS,KEI Industries Limited,KEI Industries Limited,INE878B01027,Industrials,Electrical Equipment & Parts,4897.5,46820.39,51.01031,35.619686,7.0247684,14.753,3.796,18.7,25.5,7.818,10.158,9.0,0.9145512490032414,0.501,5708.0,3712.2,0.5939,74.34,98.54,47.8,98.41,62.24,52.0,75.14,83.17,61.07,99.68,79.9,37.46,68.9,68.9,3840.4,2688.28,3264.34,4608.48,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.9,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVINFLUOR,NAVINFLUOR.NS,Navin Fluorine International Limited,Navin Fluorine International Limited,INE048G01026,Basic Materials,Chemicals,7673.5,39365.07,58.64797,40.833908,9.893784,20.105,32.091,33.800000000000004,116.5,20.023,31.089002,19.0,1.3466506573592312,0.252,7936.0,4498.5,0.9236,95.34,100.0,30.69,94.68,83.58,49.24,88.27,98.74,63.02,95.62,83.71,23.21,68.85,68.85,5233.6,4186.88,4710.24,6280.32,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Buffett-Munger Quality; Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.85,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDHOTEL,INDHOTEL.NS,The Indian Hotels Company Limited,The Indian Hotels Company Limited,INE053A01029,Consumer Cyclical,Lodging,724.05,103063.6,48.013924,38.86818,7.8962007,,18.987,15.1,20.7,20.868999,24.399,45.0,,-0.156,811.95,565.0,0.6441,74.62,89.76,48.23,100.0,73.44,50.88,69.55,78.43,61.42,98.65,77.69,44.09,68.8,68.8,603.2,422.24,512.72,723.84,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.8,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEGISLOG,AEGISLOG.NS,AEGIS LOGISTICS LIMITED,Aegis Logistics Limited,INE208C01025,Energy,Oil & Gas Refining & Marketing,1368.9,48048.39,53.451775,36.961525,7.9352846,15.258000999999998,47.243,52.2,45.8,10.778,23.339,99.0,2.257624615025391,0.572,1434.5,576.1,0.9236,81.37,100.0,44.62,99.02,75.77,47.34,83.47,94.31,63.0,94.22,82.26,27.39,68.72,68.72,1024.4,819.52,921.96,1229.28,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Buffett-Munger Quality; Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.72,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICIAMC,ICICIAMC.NS,ICICI PRUDENTIAL AMC LTD,ICICI Prudential Asset Management Company Limited,INE346A01027,Financial Services,Asset Management,3132.0,154801.77,45.019405,32.990585,37.112522,,4.066,18.1,23.1,55.504,73.660004,79.0,,,3611.0,2530.0,0.5569,76.0,95.77,39.49,100.0,74.7,52.0,75.57,83.31,57.75,82.0,78.23,43.21,68.49,68.49,2782.8,2226.24,2504.52,3339.36,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Very expensive P/B above 15,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.49,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCAPITAL,ABCAPITAL.NS,Aditya Birla Capital Limited,Aditya Birla Capital Limited,INE674K01013,Financial Services,Financial Conglomerates,392.25,107323.8,28.13845,16.031876,2.9850235,11.181,495.936,7.7,29.5,11.6450004,13.697,,-9.707588658864026,0.675,411.4,243.0,0.8863,48.05,81.33,73.02,100.0,55.78,45.41,83.91,72.01,60.53,64.0,70.82,65.91,68.47,68.47,557.6,334.56,446.08,669.12,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Debt/equity above 200%; Weak cash conversion,Peter Lynch GARP,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.47,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL,IGL.NS,Indraprastha Gas Limited,Indraprastha Gas Limited,INE203G01027,Utilities,Utilities - Regulated Gas,149.9,20986.02,13.752294,10.627037,1.8227361,13.926,0.848,5.4,-25.2,9.585,6.922000000000001,314.0,1.2490674689394203,0.491,223.5,141.74,0.0998,75.41,32.15,95.65,85.49,65.61,90.85,48.47,39.94,85.53,91.1,67.99,58.7,68.47,68.47,109.0,87.2,98.1,130.8,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Negative earnings growth,Graham/Klarman Value; Greenblatt Quality+Value,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.47,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,VBL.NS,Varun Beverages Limited,Varun Beverages Limited,INE200M01039,Consumer Defensive,Beverages - Non-Alcoholic,459.05,155272.05,48.88711,38.208,7.9295573,,12.705,18.1,20.0,14.024,18.491,44.0,,0.256,555.8,381.0,0.4465,68.89,92.36,47.59,100.0,66.15,51.66,69.67,76.49,58.24,99.59,76.34,47.85,68.23,68.23,375.6,262.92,319.26,450.72,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.23,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCAMC,HDFCAMC.NS,HDFC Asset Management Company Limited,HDFC Asset Management Company Limited,INE127D01025,Financial Services,Asset Management,2508.7,107569.74,36.53801,28.547594,11.64546,,2.364,13.4,11.8,61.625,80.197996,212.0,,0.555,2967.25,2205.6,0.398,76.0,76.55,45.0,100.0,75.8,52.0,54.37,67.2,60.5,100.0,73.56,55.54,68.22,68.22,2313.84,1851.07,2082.46,2776.61,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Buffett-Munger Quality,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.22,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALYANKJIL,KALYANKJIL.NS,Kalyan Jewellers India Limited,Kalyan Jewellers India Limited,INE303R01014,Consumer Cyclical,Luxury Goods,585.6,60477.26,43.474384,30.928356,9.574729,24.305001,96.966,66.9,117.0,3.778,6.0599998,25.0,0.9756523076370104,-0.039,617.7,327.05,0.8896,63.14,100.0,51.74,100.0,50.08,42.3,91.31,88.04,57.44,88.36,77.45,44.52,68.19,68.19,538.8,377.16,457.98,646.56,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.19,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTHERSON,MOTHERSON.NS,Samvardhana Motherson International Limited,Samvardhana Motherson International Limited,INE775A01035,Consumer Cyclical,Auto Parts,145.57,153303.14,39.773224,22.091543,3.7452404,10.114,43.908,16.5,43.0,3.075,7.394,35.0,2.923543175194225,1.018,155.25,89.7,0.8523,56.63,96.06,62.16,100.0,48.58,57.27,87.84,75.12,59.39,90.67,76.07,47.65,68.16,68.16,146.4,87.84,117.12,175.68,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.16,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICIPRULI,ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,ICICI Prudential Life Insurance Company Limited,INE726G01019,Financial Services,Insurance - Life,501.5,72705.09,43.08419,35.33387,5.3319864,12.579,18.052,12.5,28.5,2.557,1.64,33.0,,0.461,706.8,459.5,0.1698,53.86,91.56,56.31,100.0,45.89,57.33,78.14,69.08,55.09,92.79,72.58,61.89,68.11,68.11,465.6,279.36,372.48,558.72,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Very low profit margin,Peter Lynch GARP,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",68.11,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABBOTINDIA,ABBOTINDIA.NS,Abbott India Limited,Abbott India Limited,INE358A01014,Healthcare,Drug Manufacturers - Specialty & Generic,28690.0,60964.25,39.219707,31.742233,12.769925,34.460998,3.602,6.5,7.6,22.399001,27.021,182.0,0.850014828675194,0.016,35310.0,25150.0,0.3484,96.8,55.75,46.76,100.0,86.98,52.0,44.3,68.1,71.78,100.0,74.96,42.06,67.95,67.95,16532.35,13225.88,14879.11,19838.82,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Buffett-Munger Quality,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.95,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDARMFIN,SUNDARMFIN.NS,Sundaram Finance Limited,Sundaram Finance Limited,INE660A01013,Financial Services,Credit Services,4415.5,48666.57,23.616089,19.9917,3.293881,14.659001,409.161,13.7,0.2,45.224,62.277,90.0,-2.861884883030753,0.201,5642.0,4000.0,0.253,63.99,48.91,76.18,99.33,75.43,55.82,45.56,60.36,70.09,63.87,67.2,67.79,67.71,67.71,4188.13,2931.69,3559.91,5025.76,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Debt/equity above 200%; Weak cash conversion,Buffett-Munger Quality,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.71,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POONAWALLA,POONAWALLA.NS,Poonawalla Fincorp Limited,Poonawalla Fincorp Limited,INE511C01022,Financial Services,Credit Services,464.95,40714.84,48.685863,18.936594,3.630323,,468.058,100.29999999999998,337.0,22.666,38.981998,,,0.244,570.4,361.2,0.4959,56.0,100.0,56.63,95.36,67.13,32.74,90.26,88.0,56.31,69.07,75.23,49.57,67.58,67.58,382.0,229.2,305.6,458.4,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Debt/equity above 200%,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.58,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEMPRO,CEMPRO.NS,Cemindia Projects Limited,Cemindia Projects Limited,INE686A01026,Industrials,Engineering & Construction,1516.8,26056.74,43.636368,25.621622,10.858795,28.242,37.711,13.1,113.3,5.941,11.033,19.0,0.8361300190313621,0.815,1649.2,503.3,0.8845,76.68,92.24,43.88,88.03,63.48,48.53,87.78,84.46,60.28,91.91,76.49,42.16,67.46,67.46,1390.4,1112.32,1251.36,1668.48,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.46,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAL,HAL.NS,Hindustan Aeronautics Limited,Hindustan Aeronautics Limited,INE066F01020,Industrials,Aerospace & Defense,4592.5,307134.91,33.68664,27.443235,7.48392,23.979001,0.027,1.7999999999999998,5.5,27.549,26.945000000000004,44.0,1.1964522660690808,0.491,4978.0,3479.1,0.7428,99.97,36.5,62.04,100.0,91.73,59.71,37.11,59.5,81.0,100.0,73.35,38.76,67.45,67.45,2154.01,1723.21,1938.61,2584.81,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Buffett-Munger Quality; Greenblatt Quality+Value,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.45,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BERGEPAINT,BERGEPAINT.NS,Berger Paints India Limited,Berger Paints (I) Limited,INE463A01038,Basic Materials,Specialty Chemicals,493.6,57553.9,51.044468,38.941235,8.32476,17.226,9.165,6.1,27.6,9.4849996,14.251,81.0,1.36665273308683,0.417,594.55,391.1,0.5038,83.34,77.73,45.51,100.0,70.15,52.0,67.18,76.42,64.42,100.0,76.59,38.58,67.37,67.37,386.8,309.44,348.12,464.16,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.37,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFIZER,PFIZER.NS,Pfizer Limited,Pfizer Limited,INE182A01018,Healthcare,Drug Manufacturers - General,4652.4,21283.67,29.460485,22.926697,5.063892,17.159,1.671,6.3,-39.6,28.672,35.251,161.0,1.3393270186926811,0.119,5873.5,4360.1,0.1931,95.16,34.17,66.99,85.64,90.74,68.85,44.19,55.07,81.07,91.13,69.8,50.1,67.36,67.36,1579.2,1263.36,1421.28,1895.04,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Negative earnings growth,Buffett-Munger Quality; Greenblatt Quality+Value,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.36,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA,BRITANNIA.NS,Britannia Industries Limited,Britannia Industries Limited,INE216A01030,Consumer Defensive,Packaged Foods,5388.0,129779.84,51.158375,41.583046,25.414375,53.31399999999999,26.875,6.5,21.1,13.271,16.489,165.0,1.0308309480324935,0.468,6336.0,5035.0,0.2713,87.96,74.34,39.0,100.0,73.25,49.89,61.25,77.59,63.48,91.47,75.89,41.27,67.31,67.31,3802.05,3041.64,3421.85,4562.46,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Very expensive P/B above 15,Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.31,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHAEFFLER,SCHAEFFLER.NS,Schaeffler India Limited,Schaeffler India Limited,INE513A01022,Consumer Cyclical,Auto Parts,4093.2,63978.22,52.64566,40.63133,10.578465,21.645,0.783,18.9,13.0,11.928999999999998,15.894,83.0,0.7726391108902126,,4467.7,3518.4,0.6055,86.39,84.62,38.03,100.0,71.7,52.0,54.55,79.31,62.21,88.0,78.23,34.3,67.31,67.31,3110.0,2488.0,2799.0,3732.0,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.31,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDALCO,HINDALCO.NS,Hindalco Industries Limited,Hindalco Industries Limited,INE038A01020,Basic Materials,Aluminum,955.65,212138.75,15.866678,9.024379,1.5531852,10.288,72.598,20.4,-50.9,4.8699997,11.056,53.0,0.765439451143968,0.826,1176.0,657.5,0.575,56.69,56.0,93.47,100.0,62.42,82.66,58.85,52.52,75.08,83.61,70.34,51.54,67.21,67.21,602.3,361.38,481.84,722.76,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Negative earnings growth,Graham/Klarman Value; Greenblatt Quality+Value,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.21,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOENIXLTD,PHOENIXLTD.NS,The Phoenix Mills Limited,The Phoenix Mills Limited,INE211B01039,Real Estate,Real Estate - Diversified,2035.6,72804.84,58.243202,38.9818,6.623995,11.056,37.211,33.7,50.0,27.671,53.540003000000006,12.0,1.9820669361373275,0.286,2169.8,1402.5,0.8251,83.18,100.0,32.91,100.0,77.33,48.6,82.55,91.06,58.05,95.92,80.69,28.37,67.21,67.21,1398.0,1118.4,1258.2,1677.6,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Buffett-Munger Quality; Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.21,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIDILITIND,PIDILITIND.NS,Pidilite Industries Limited,Pidilite Industries Limited,INE318A01026,Basic Materials,Specialty Chemicals,1564.2,159202.76,64.396866,51.451714,14.696845,23.523001,3.776,14.099999999999998,37.3,16.771999,21.117,71.0,1.15497853794782,0.365,1626.7,1259.0,0.83,95.73,93.36,23.5,100.0,78.05,52.0,69.56,91.88,59.62,100.0,81.21,25.45,67.18,67.18,971.6,777.28,874.44,1165.92,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Buffett-Munger Quality; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.18,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERINDIA,POWERINDIA.NS,Hitachi Energy India Limited,Hitachi Energy India Limited,INE07Y701011,Industrials,Electrical Equipment & Parts,32065.0,142921.29,144.97243,66.92382,27.612558,21.040002,1.663,46.2,71.8,12.124,15.284,2.0,1.2601534693877552,0.549,38785.0,16111.0,0.7036,89.43,100.0,23.5,100.0,69.96,50.0,69.87,93.55,56.47,88.0,81.0,27.98,67.12,67.12,8847.2,7077.76,7962.48,10616.64,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Very expensive P/E above 80; Very expensive P/B above 15,Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.12,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSCL,HSCL.NS,Himadri Speciality Chemical Limited,Himadri Speciality Chemical Limited,INE019C01026,Basic Materials,Specialty Chemicals,777.65,39237.16,48.908806,37.75,8.336192,,16.169,28.000000000000004,24.7,16.066,20.380000000000003,10.0,,0.316,819.5,418.5,0.8956,70.63,99.67,46.87,94.62,68.46,51.23,76.26,85.06,58.75,98.0,78.19,35.56,67.07,67.07,636.0,445.2,540.6,763.2,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",67.07,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFCVINDIA,ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,Consumer Cyclical,Auto Parts,2365.8,26924.11,52.052807,34.8788,7.2953672,14.979,,32.7,46.1,12.555,12.997,17.0,1.5665891559669922,-0.061,3044.0,2050.3333,0.3175,67.0,100.0,46.65,88.46,60.34,37.0,84.28,87.64,56.83,79.69,76.05,42.64,66.8,66.8,1818.0,1272.6,1545.3,2181.6,WATCHLIST - QUALITATIVE CHECK OPTIONAL,,Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",66.8,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUTAAS,ACUTAAS.NS,Acutaas Chemicals Limited,Acutaas Chemicals Limited,INE00FF01025,Basic Materials,Specialty Chemicals,3459.1,28320.04,99.48519,50.241108,17.130617,23.516001,2.081,40.3,105.6,26.599002,40.18,4.0,0.8201241816834927,-0.012,3740.0,1125.0,0.8926,96.56,100.0,23.5,89.16,82.81,52.0,81.31,100.0,60.03,85.83,81.87,21.05,66.79,66.79,1390.8,1112.64,1251.72,1668.96,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Very expensive P/E above 80; Very expensive P/B above 15,Buffett-Munger Quality; Peter Lynch GARP; Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",66.79,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILLETTE,GILLETTE.NS,Gillette India Limited,Gillette India Limited,INE322A01010,Consumer Defensive,Household & Personal Products,7787.0,25374.11,47.562912,,26.809845,66.443,0.002,3.2,21.3,21.110001,32.621,152.0,0.9271446783643668,0.243,11281.0,7206.0,0.1426,97.42,59.93,41.34,87.69,86.85,52.0,56.83,76.3,69.38,91.54,73.5,42.4,66.73,66.73,5402.76,4322.21,4862.48,6483.31,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Very expensive P/B above 15,Buffett-Munger Quality; Philip Fisher Growth,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",66.73,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRENT,TRENT.NS,Trent Limited,Trent Limited,INE849A01020,Consumer Cyclical,Apparel Retail,2874.8,153293.62,89.47401,57.581337,21.947048,27.126,36.034,19.2,25.8,8.566,11.116,14.000000000000002,1.5512574003519704,0.331,5674.0,2183.6667,0.198,82.68,99.1,23.5,100.0,62.77,48.75,55.59,89.41,53.09,84.09,78.37,37.05,66.73,66.73,1285.2,1028.16,1156.68,1542.24,WATCHLIST - QUALITATIVE CHECK OPTIONAL,Very expensive P/E above 80; Very expensive P/B above 15,Philip Fisher Growth; Indian QGLP Compounder,"Investor-style free-data prototype. Uses yfinance/NSE data only. Validate using Screener, NSE/BSE filings, annual reports, concalls, promoter pledge, shareholding pattern, auditor notes, and sector-specific ratios before real investing. Banks, NBFCs and insurance companies need separate models.",66.73,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
